INFO | 2024-07-22 19:58:56,854 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1947, "func_addr": 1821, "screen_name": "disassembly", "variable": null}
INFO | 2024-07-22 19:58:57,897 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1947, "func_addr": 1821, "screen_name": "disassembly", "variable": null}
INFO | 2024-07-22 19:58:59,289 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1903, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 19:58:59,922 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1849, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 19:59:00,482 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1925, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 19:59:01,446 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1836, "func_addr": 1821, "screen_name": "decompilation", "variable": "buf"}
INFO | 2024-07-22 19:59:05,552 | reallm_plugin | Artifact Changed: {"last_change": null, "offset": -24, "name": "my_variable", "type": "char[16]", "size": 16, "addr": 1821}
INFO | 2024-07-22 19:59:08,605 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1863, "func_addr": 1821, "screen_name": "decompilation", "variable": "my_variable"}
INFO | 2024-07-22 19:59:13,385 | reallm_plugin | Artifact Changed: {"last_change": null, "addr": 1821, "func_addr": 1821, "comment": "This function appears to be the main entry point of a program that asks for a us\nername and password, authenticates the user, and then calls differing functions \nbased on whether the authentication is successful or not.\n", "decompiled": true}
INFO | 2024-07-22 20:00:26,230 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1998, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:01:57,313 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1893, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:01:58,100 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1863, "func_addr": 1821, "screen_name": "decompilation", "variable": "buf"}
INFO | 2024-07-22 20:01:59,543 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1863, "func_addr": 1821, "screen_name": "decompilation", "variable": "buf"}
INFO | 2024-07-22 20:02:03,356 | reallm_plugin | Artifact Changed: {"last_change": null, "offset": -24, "name": "my_variable", "type": "char[16]", "size": 16, "addr": 1821}
INFO | 2024-07-22 20:02:05,350 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1917, "func_addr": 1821, "screen_name": "decompilation", "variable": "v5"}
INFO | 2024-07-22 20:02:07,642 | reallm_plugin | Querying <function Prompt.query_model.<locals>._query_model at 0x117a78900> for <Function: int main(args=3); @0x71d vars=3 len=0xb8> on 590cee307ed9cd86091db1f611a28e84.c
INFO | 2024-07-22 20:02:09,822 | reallm_plugin | Artifact Changed: {"last_change": null, "addr": 1821, "func_addr": 1821, "comment": "This function shows a simple authentication routine in a command-line interface.\n It prompts the user for a username and password, reads the input, and uses an a\nuthenticate function to verify the credentials. If authentication fails, it call\ns a rejected function. Lastly, it calls another function regardless of the authe\nntication result.\n", "decompiled": true}
INFO | 2024-07-22 20:12:24,373 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1840, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:12:58,926 | reallm_plugin | Starting REaLLM Study with prompting style: zero-shot
INFO | 2024-07-22 20:13:08,164 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1898, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:13:09,000 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1966, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:13:10,169 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1863, "func_addr": 1821, "screen_name": "decompilation", "variable": "buf"}
INFO | 2024-07-22 20:13:11,272 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1912, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:13:13,244 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1885, "func_addr": 1821, "screen_name": "decompilation", "variable": "v4"}
INFO | 2024-07-22 20:13:35,276 | reallm_plugin | Context Changed: {"last_change": null, "addr": 2003, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:13:36,250 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1979, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:13:36,947 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1979, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:13:38,742 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1979, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:13:39,091 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1998, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:13:39,780 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1908, "func_addr": 1821, "screen_name": "disassembly", "variable": null}
INFO | 2024-07-22 20:13:40,113 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1925, "func_addr": 1821, "screen_name": "disassembly", "variable": null}
INFO | 2024-07-22 20:13:40,414 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1952, "func_addr": 1821, "screen_name": "disassembly", "variable": null}
INFO | 2024-07-22 20:13:41,469 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1871, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:13:51,097 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1863, "func_addr": 1821, "screen_name": "decompilation", "variable": "buf"}
INFO | 2024-07-22 20:13:51,876 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1934, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:13:59,326 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1903, "func_addr": 1821, "screen_name": "decompilation", "variable": null}
INFO | 2024-07-22 20:13:59,869 | reallm_plugin | Context Changed: {"last_change": null, "addr": 1885, "func_addr": 1821, "screen_name": "decompilation", "variable": "v4"}
